event_id,vehicle_id,vehicle_token,vehicle_model,manufacturer,attack_type,label,anomaly_score,weak_prediction,strong_prediction,dataset_set,subset_name,frame_count,unique_can_id_count,can_id_entropy,most_common_can_id_ratio,id_transition_rate,id_repetition_rate,mean_inter_arrival_time,std_inter_arrival_time,min_inter_arrival_time,max_inter_arrival_time,message_rate,mean_dlc,std_dlc,dlc_mode_ratio,byte_mean_0,byte_mean_1,byte_mean_2,byte_mean_3,byte_mean_4,byte_mean_5,byte_mean_6,byte_mean_7,byte_std_0,byte_std_1,byte_std_2,byte_std_3,byte_std_4,byte_std_5,byte_std_6,byte_std_7,payload_change_rate,payload_static_ratio,local_alert,weak_signal,burstiness,payload_entropy,cluster_id,in_qualifying_campaign,is_noise
EVT-CHE-00000061,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,12.255082916699477,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,11.279008271477545,0.049999999949999985,0.5,0.5,20.241866591521667,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.056712106160143,12.072567042483298,12.961758831222184,13.944594148096725,15.042216352531588,15.94523557106847,17.043094322859883,17.94023806110182,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.72425498781988,-2144.220083374687,0,True,False
EVT-CHE-00000070,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,12.783692594056395,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,9.333119834692644,0.049999999949999985,0.5,0.5,21.307868250583393,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.066924851035775,12.011121686263243,13.002104177709402,13.970834035144964,14.92194153018942,16.009247267758777,17.059763069436237,17.955017239664617,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.744500349118356,-2161.4240738903054,0,True,False
EVT-CHE-00000057,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.51599425180541,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,11.050021153026782,0.049999999949999985,0.5,0.5,20.393869360333927,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.921380482937764,12.056307061834529,12.95366402371785,14.007424177279091,14.946296400247292,15.990815673563592,16.936065243687562,18.081508702595453,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,10.583569976291944,-2227.491925898138,0,True,False
EVT-CHE-00000065,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.799650599421915,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,9.016809094598802,0.049999999949999985,0.5,0.5,22.672872358253496,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.955008692517445,11.975138874276078,13.016316269316201,13.993661653757577,14.961825669629247,15.97245217062207,16.970331199866152,18.058309322722142,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,8.512947159836333,-2224.738699059535,0,True,False
EVT-CHE-00000054,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,11.863288166931964,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.938875635581008,0.049999999949999985,0.5,0.5,23.63761019430186,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.960473814419268,12.049262610644481,12.910080913414937,14.0126078305823,14.91693053191566,16.024119549482418,16.91060186249587,17.868356489629566,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.657718287484448,-2152.675513743226,0,True,False
EVT-CHE-00000060,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.249786463536198,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,8.923489044169242,0.049999999949999985,0.5,0.5,21.806557196728097,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.121998839074653,12.019568348619767,13.06040376708401,13.988898032465178,14.876813811785047,15.884318082027963,17.050930961783642,18.009242977125265,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.291605751552078,-2121.898053036215,0,True,False
EVT-CHE-00000062,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,11.189478256833173,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.23356775352148,0.049999999949999985,0.5,0.5,21.456720061677554,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.955215765868784,12.01187873849274,12.905366968333288,13.986201791387554,14.980192291538609,16.033917996389448,16.93730898224124,18.085671906929772,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.608957379592685,-2244.744622455682,0,True,False
EVT-CHE-00000059,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,9.82651977783379,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,10.615855995243638,0.049999999949999985,0.5,0.5,21.81935876030722,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.967221545313613,11.998622148869218,13.018189198065476,14.11329413006576,14.97543840646071,16.015332903221967,17.07315183608081,17.896091566199615,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.280024909411042,-2183.361288294812,0,True,False
EVT-CHE-00000056,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,12.712724341831148,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,11.787083852563335,0.049999999949999985,0.5,0.5,24.07289139461114,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,10.952361400565808,12.086895024766587,13.002807305906948,13.991837583057778,15.075172447263238,16.011371642760572,17.016158795318432,18.075883748731815,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,7.275880209643286,-2219.0923661110605,0,True,False
EVT-CHE-00000071,chevrolet_impala,chevrolet_impala,chevrolet_impala,Chevrolet,dos,1,10.127467463370579,1,1,set_01,test_01_known_vehicle_known_attack,0.0,21.0,8.986327835366252,0.049999999949999985,0.5,0.5,21.125892551054946,0.00014999999984999994,1e-06,0.01,0.0,8.0,0.1,1.0,11.025294577476116,12.00000326141751,13.034544400055914,13.962913095408517,14.948411918974113,15.906646864942793,16.939814437517448,17.9461946122681,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.3,0.7,1,1,9.910624125030429,-2135.5962953313456,0,True,False
